id,name,artists,id_artists,genres,release_year,duration_s,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5MMZJtHOiH1RmQSSe3DJdg,Sleep On The Floor,The Lumineers,['16oZKvXb6WkQlVAjwo2Wbg'],folkpop modern rock pop stomp and holler,2016,211.851,69,0.389,0.431,7,51.939,1,0.0344,0.249,0.0,0.13,0.275,142.14
5wvuvSerLcNK5Xc8v2duWn,Habibi,Casar,['7IENU7K9Qq8bd9U4pc5rbt'],german hip hop german underground rap,2020,172.0,69,0.887,0.679,6,53.794,1,0.0741,0.138,0.00667,0.175,0.845,140.034
1YI0uK36eupTmw9F8kHysr,Sunday Morning,Maroon 5,['04gDigrS5kc9YWfZHwBETP'],pop pop rock,2002,244.867,69,0.607,0.76,0,54.771,1,0.0482,0.0745,0.0,0.0595,0.805,88.059
6pHCJmx9FXnMwEqB0LWUEH,Azul,Cristian Castro,['2AZOALDIBORfbzKTuliwdJ'],latin latin arena pop latin pop,2002,259.44,69,0.653,0.858,10,55.354,0,0.0307,0.0235,0.0,0.11,0.583,127.981
3OnOomd79OjqSYHchCQ6ht,Notice Me,"Migos, Post Malone","['6oMuImdp5ZcFhWP0ESe6mG', '246dkjvS1zLTtiykXe5h60']",atl hip hop hip hop pop rap rap southern hip hop trap dfw rap melodic rap rap,2018,233.88,69,0.793,0.344,6,50.243,1,0.357,0.112,1.68e-06,0.15,0.45,166.105
6iRkrVOhCjgKFB2cBWnx4M,Te Lo Pido por Favor,Jaguares,['1RgXxY6uzWo9cjYYwwgVGq'],latin alternative latin rock mexican rock rock en espanol,2002,206.133,69,0.648,0.659,2,53.631,1,0.0259,0.115,0.000307,0.19,0.532,106.196
6KMkEX692kOyqJ7WuPhRab,Break My Heart,JC Stewart,['2TAqN8fwfaKauvviN4pOsv'],indie anthemfolk indie cafe pop uk pop,2021,179.856,69,0.653,0.763,9,54.863,0,0.0719,0.00701,0.0,0.137,0.642,159.02
1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,"The Weeknd, Gesaffelstein","['1Xyo4u8uXC1ZmMpatF05PJ', '3hteYQFiMFbJY7wS0xDymP']",dark clubbing destroy techno electro house canadian contemporary rb canadian pop pop,2018,241.067,69,0.323,0.737,10,55.992,1,0.0338,0.142,0.000162,0.163,0.155,113.26
2zLLGT8WWT1dl73TlVL9qs,Mariposa Traicionera - 2020 Remasterizado,Maná,['7okwEbXzyT2VffBmyQBWLz'],latin latin arena pop latin pop latin rock mexican pop mexican rock rock en espanol,2002,262.926,69,0.811,0.784,5,55.331,0,0.0345,0.544,0.000131,0.097,0.925,100.989
4YR6Dextuoc3I8nJ0XgzKI,"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,['3Y3xIwWyq5wnNHPp5gPjOW'],album rock classic rock mellow gold new wave pop rock soft rock yacht rock,2002,226.293,69,0.564,0.911,2,54.61,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938
4wd09wCccmxUB7XVJp0RNn,"Jesus, Etc.",Wilco,['2QoU3awHVdcHS8LrZEKvSM'],alternative country alternative rock chicago indie indie pop indie rock pop rock rock roots rock stomp and holler,2002,231.0,69,0.756,0.28,5,45.73,1,0.0296,0.616,0.00033,0.414,0.695,109.413
73E08jF1urQQSO0oTzCPpP,No One - Acoustic,Alicia Keys,['3DiDSECUqqY1AuBP8qtaIa'],hip pop neo soul pop rb urban contemporary,2017,259.57,69,0.38,0.325,4,54.138,1,0.0328,0.712,0.0,0.0997,0.429,89.898
0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,['2bA6fzP0lMAQ4kz6CF61w8'],contemporary country country country road oklahoma country,2002,195.533,69,0.424,0.661,2,54.453,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762
4DX82Vc8qAH4jJPvKxvwg6,Move Your Feet,Junior Senior,['7xNPROyVfkH4mcIxxCxySm'],danish pop,2002,181.827,69,0.747,0.904,9,57.377,1,0.0803,0.046,0.106,0.203,0.846,118.877
6FjAGZp7c0Z2uaL3eHkXsx,Turn Me On,Norah Jones,['2Kx7MNY7cI1ENniW7vT30N'],adult standards contemporary vocal jazz jazz pop neo mellow vocal jazz,2002,154.64,69,0.57,0.172,10,49.103,1,0.0344,0.869,1.14e-06,0.114,0.521,84.948
0KqlLyIGuBZWqzNwP9rypc,Last First Kiss,One Direction,['4AK6F7OLvEQ5QYCBNiQWHq'],boy band pop postteen pop talent show,2012,203.547,69,0.538,0.819,4,57.338,1,0.0435,0.0445,0.0,0.215,0.478,82.085
447r2keRxpkINmWYp83MlH,Maquiavélico,Canserbero,['1wGIhYkKWSq4yACtTkCkSX'],rap conciencia venezuelan hip hop,2012,284.709,69,0.554,0.868,11,54.614,1,0.116,0.544,0.0,0.142,0.402,92.907
6QFCMUUq1T2Vf5sFUXcuQ7,Beauty And A Beat,"Justin Bieber, Nicki Minaj","['1uNFoZAHBGtllmzznpCI3s', '0hCNtLu0JehylgoiP8L4Gh']",canadian pop pop postteen pop dance pop hip pop pop pop rap postteen pop queens hip hop,2012,227.987,69,0.601,0.843,0,55.13,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002
0KJKz1VuHL8A2JHvGiSGhD,PALE (feat. Dardan),"Kidda, Dardan","['4OtcoXGM3abQUnErfCczaj', '3pjq2pDV9RR6VY55wBjVnp']",albanian hip hop german hip hop basshall german hip hop,2021,159.003,69,0.513,0.756,9,54.219,0,0.328,0.214,5.26e-06,0.127,0.897,172.009
2QfznFotJNZmnIEYFdzE5T,Heartbreak Anniversary,Giveon,['4fxd5Ee7UefO4CUXgwJ7IP'],pop rb,2020,196.795,69,0.624,0.457,0,51.124,1,0.0494,0.557,0.0,0.128,0.586,129.758
0UT1rpFwDw5GLM7jDVs9pN,Quedate Sola,"Jon Z, Myke Towers, Eladio Carrion","['5bWUlnPx9OYKsLiUJrhCA1', '7iK8PXO48WeuP03g8YR51W', '5XJDexmWFLWOkjOEjOVX3e']",reggaeton reggaeton flow trap boricua trap latino trap triste trap latino reggaeton reggaeton flow trap latino,2021,270.609,69,0.788,0.493,10,50.995,0,0.0566,0.472,1.03e-05,0.23,0.342,134.999
46HdsiK0uR26B2dY9QPzda,Deja vu,"Prince Royce, Shakira","['3MHaV05u0io8fQbZ2XPtlC', '0EmeFodog0BfCgMzAIvKQp']",colombian pop dance pop latin latin pop pop bachata latin latin hip hop latin pop trap latino tropical,2017,196.48,69,0.732,0.801,9,56.141,1,0.0327,0.39,0.0,0.31,0.824,123.981
3RNyGLgSvmVRZ7xKUp8Wgd,In the Summertime,Mungo Jerry,['2mbvqMGpwLsakeH45p1Jrb'],british blues classic uk pop,1970,211.88,69,0.754,0.449,4,45.987,1,0.0615,0.724,0.0,0.162,0.973,82.751
2dSz2px33HmyFwL5rDlh2e,Razón,Los Caligaris,['13wFTN72PGSUxzEHJP5Ljs'],argentine rock latin alternative latin rock rock en espanol ska argentino,2011,195.581,69,0.633,0.734,6,54.842,1,0.0277,0.0104,0.0,0.0789,0.945,150.057
60wF0XnX7A0jVpDNA5v8vi,Tudo no Sigilo (Vytinho NG e Bianca),"Vytinho NG, Bianca","['5g9XiEkkceEjmAGXfWHpt5', '7Jb6GR4PIxHSkDJK8MWuVg']",brega funk pop nacional,2020,156.996,69,0.662,0.7,5,54.852,0,0.0479,0.591,0.00238,0.0709,0.705,176.953
71EHOyEOhNx1SzTebRRyng,Weak,SWV,['2NmK5FyrQ18HOPXq1UBzqa'],dance pop girl group hip hop hip pop neo soul new jack swing quiet storm rb urban contemporary,1992,291.907,69,0.693,0.533,2,49.046,0,0.0402,0.107,0.0,0.0695,0.568,127.661
1SAkL1mYNJlaqnBQxVZrRl,Baby Got Back,Sir Mix-A-Lot,['3TQ9JTBI2n2hfo7aRONEYV'],gangster rap hip hop hip house old school hip hop rap,1992,262.827,69,0.926,0.669,1,48.729,1,0.301,0.0051,0.0,0.0887,0.642,128.462
30cW9fD87IgbYFl8o0lUze,Perfect (feat. Haris),"Lucas & Steve, Haris","['5wwneIFdawNgQ7GvKK29Z3', '6tE3YSDrBq015UZTxh9Zki']",dance pop edm electro house pop dance pop edm tropical house ,2019,176.517,69,0.751,0.657,6,55.358,1,0.0989,0.0955,0.0,0.0945,0.532,118.029
4w3R0drhPCc7zeO2OtBV8r,TURRA,"Cazzu, DJ Alan Gomez","['6w3SkAHYPsQ1bxV7VDlG5y', '6oMRQ5H3A2XA5I3RG3leni']", argentine hip hop latin latin pop rap latina reggaeton trap argentino trap latino,2021,206.4,69,0.734,0.7,6,55.323,1,0.255,0.427,0.000143,0.0956,0.714,173.846
7hxZF4jETnE5Q75rKQnMjE,I Walk the Line,Johnny Cash,['6kACVPfCOnqzgfEF5ryl0x'],arkansas country outlaw country,1970,176.53300000000002,69,0.713,0.258,9,45.41,1,0.0384,0.877,0.00606,0.0967,0.56,98.805
383Xl5QTigwj3QiA3Qc6S7,The Devil Went Down to Georgia,The Charlie Daniels Band,['12d4iIvTOk7JkI6ecvc3ca'],classic rock country country rock southern rock,1973,214.867,69,0.523,0.626,0,50.575,1,0.0523,0.155,0.0,0.0869,0.917,134.127
5UoFolYVqme3NABM96m0cD,Verdes Verdes,"Natanael Cano, Junior H, Ovi","['0elWFr7TW8piilVRYJUe4P', '7Gi6gjaWy3DxyilpF1a8Is', '4o0NtnL2m0lzZmEdRas1qv']",corridos tumbados nuevo regional mexicano trap latino corrido corridos tumbados nuevo regional mexicano regional mexican sierreno corrido corridos tumbados nuevo regional mexicano regional mexican sierreno,2020,158.042,69,0.745,0.629,5,53.586,1,0.0288,0.421,0.0,0.315,0.903,105.009
6H7fWtwEUHVfTyZD7zeG4w,when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,['4GNC7GD6oZMSxPGyXy4MNB'],pop uk pop,2019,232.837,69,0.509,0.183,10,49.73,1,0.0377,0.946,0.0,0.0914,0.258,117.354
5nzEilkVhvnCD0xpW3raTy,No Dejes Que...,Caifanes,['1GImnM7WYVp95431ypofy9'],latin alternative latin rock mexican rock nucumbia rock en espanol rock urbano mexicano,1992,279.16,69,0.613,0.898,2,52.407,1,0.0368,0.429,1.29e-06,0.272,0.763,134.033
4VohsQwrtb7lj1yO0dFKJa,Hookah & Sheridan s,Tommy Boysen,['0wWmUneAuhQn9L3qibj5UO'],reggaeton chileno reggaeton flow trap latino,2020,195.285,69,0.809,0.528,8,53.114,0,0.12,0.353,5.86e-06,0.0897,0.491,103.922
40tFJtuES1da2fg0OurUdI,Eso Que Tú Me Das,Jarabe De Palo,['5B6H1Dq77AV1LZWrbNsuH5'],latin latin alternative latin pop latin rock rock en espanol spanish pop spanish rock,2020,214.554,69,0.778,0.804,0,54.301,1,0.0286,0.144,9.5e-05,0.0676,0.836,130.004
6DCxsitO66sRaPLAZJMFkT,Womb Sound With Mother's Heartbeat and Sleep Pulse,Womb Sound,['0sKsn885C4hMXbWfhLKGy6'],white noise,2018,137.183,69,0.284,0.501,10,27.569000000000003,0,0.439,0.944,0.691,0.108,0.169,68.631
7f9I5WdyXm5q1XqnSYgQZb,Brianstorm,Arctic Monkeys,['7Ln80lUS6He07XvHI8qqHH'],garage rock modern rock permanent wave rock sheffield indie,2007,172.867,69,0.42,0.974,1,55.294,1,0.191,8.15e-05,0.00155,0.0871,0.463,165.182
3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis","['2wOqMjp9TyABvtHdOSOTUS', '4LYCuV8d6rylb6zjv2k03l']",british classical piano classical piano classical classical era early romantic era german romanticism,2007,315.427,69,0.184,0.00527,1,22.736,0,0.0432,0.995,0.887,0.173,0.151,170.612
1Ox6RIOerYvgRH9AxIl4DO,1 Op Een Miljoen,"Metejoor, Babet","['7hdCH3dJ27WvUbo00gAMwE', '2Zx5UnYsOJTrLB7EerhsJh']",kleinkunst ,2021,198.708,69,0.667,0.449,7,52.637,1,0.0334,0.772,0.0,0.0947,0.427,93.999
3evG0BIqEFMMP7lVJh1cSf,Don't Let Me Down - Remastered 2009,The Beatles,['3WrFJ7ztbogyGnTHbHJFl2'],beatlesque british invasion classic rock merseybeat psychedelic rock rock,1973,215.733,69,0.593,0.289,4,48.951,1,0.0259,0.568,0.000829,0.0928,0.733,77.119
23hDnIFoFlVTDA6y8YrJoR,Colder Weather,Zac Brown Band,['6yJCxee7QumYr820xdIsjo'],contemporary country country country road modern country rock,2010,273.89300000000003,69,0.667,0.381,3,52.506,1,0.0294,0.455,0.0,0.116,0.199,135.975
6pPWRBubXOBAHnjl5ZIujB,The Best,Tina Turner,['1zuJe6b1roixEKMOtyrEak'],disco new wave pop soft rock,1989,329.8,69,0.662,0.737,0,50.46,1,0.0296,0.108,0.0191,0.119,0.744,103.867
4t0UsYzmmmZRMTWn77jiGF,Show Me Love,Robin S,['2WvLeseDGPX1slhmxI59G3'],diva house eurodance hip house vocal house,1993,252.107,69,0.811,0.833,5,55.741,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258
5gRcv46AMTrosmTOqrOV3Q,Dumb,Nirvana,['6olE6TJLqED3rqDCT0FyPh'],alternative rock grunge permanent wave rock,1993,151.893,69,0.697,0.395,6,46.42,1,0.0281,0.428,0.653,0.173,0.876,113.589
6OEolOOk9Gh9bqkdpfIOl0,Ridin' Solo,Jason Derulo,['07YZf4WDAMNwqr4jfgOZ8y'],dance pop pop pop rap postteen pop,2010,215.747,69,0.442,0.83,9,55.98,1,0.146,0.128,0.0,0.129,0.578,89.338
3bA5Xfk5JyPGtBh00GX8Gk,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)","Snoop Dogg, Kurupt, Warren G, Nate Dogg","['7hJcb9fa4alzcOq3EaNPoG', '6NyJIFHAePjHR1pFxwisqz', '2B4ZHz4QDWJTXPFPgO5peE', '1Oa0bMld0A3u5OTYfMzp5h']",g funk gangster rap hardcore hip hop hip hop rap west coast rap west coast trap g funk gangster rap hip hop pop rap rap west coast rap g funk gangster rap hardcore hip hop hip hop pop rap rap west coast rap g funk gangster rap hip hop pop rap rap west coast rap,1993,246.347,69,0.84,0.798,8,54.921,1,0.0699,0.045,4.32e-05,0.172,0.695,100.175
53eJFr4Mfbw5PXJ01K6cFw,Daughter (Remastered),Pearl Jam,['1w5Kfo2jwwIPruYS2UWh56'],alternative rock grunge permanent wave pop rock rock,1993,234.333,69,0.615,0.702,7,50.314,1,0.0278,0.00746,0.00431,0.0608,0.734,96.99
67mqU3FeErlvWwsxnMfvQo,Tudo Aconteceu,"MC Du Black, Delacruz","['6v4PBIzRAGaLp43LVureQc', '1MzXJ8AaHdidMAnjgcahS4']",pop nacional funk carioca,2020,155.125,69,0.579,0.346,0,46.025,0,0.368,0.86,2.02e-06,0.0945,0.741,102.374
4jLv3tDBu8ww2R07DvL12s,Man On The Moon,R.E.M.,['4KWTAlx2RvbpseOGMEmROg'],alternative rock athens indie classic rock permanent wave pop rock rock,1992,314.173,69,0.667,0.699,7,52.426,1,0.026,0.42,0.000442,0.201,0.655,118.567
5jmwL2MniQj9ldptIm1h1B,Woman In Chains,"Tears For Fears, Oleta Adams","['4bthk9UfsYUYdcFyqxmSUU', '1BMb6sQJVkmUyCuodmRs2g']",new romantic new wave new wave pop permanent wave rock soft rock sophistipop synthpop quiet storm,1989,391.0,69,0.434,0.609,5,51.705,1,0.0306,0.0232,0.00108,0.0557,0.372,159.994
5TueyPDnDMPSRdQd7VYooI,La Puerta Negra,Los Tigres Del Norte,['3hYtANQYrE6pd2PbtEyTIy'],corrido norteno regional mexican,1989,203.587,69,0.698,0.54,4,51.014,1,0.0331,0.315,2.25e-06,0.288,0.969,108.101
0PV1TFUMTBrDETzW6KQulB,93 'Til Infinity,Souls Of Mischief,['5Rzqmz1zAszembFHGZQuAt'],alternative hip hop hardcore hip hop hip hop jazz rap turntablism,1993,286.44,69,0.59,0.672,1,48.208,1,0.412,0.125,1.04e-06,0.147,0.688,206.247
5kK1Iru9ogP3Iy1zsANU1n,The Power of Love,Céline Dion,['4S9EykWXhStSc15wEx8QFK'],canadian pop dance pop,1993,342.40000000000003,69,0.546,0.519,8,50.928,1,0.0291,0.36,0.00046,0.24,0.247,140.054
0yfNXxlyXdmP0ue1iJijx1,Come Undone,Duran Duran,['0lZoBs4Pzo7R89JM9lxwoT'],dance rock new romantic new wave new wave pop rock soft rock synthpop,1993,256.52,69,0.542,0.793,8,51.797,1,0.053,0.0423,3.95e-06,0.0814,0.708,173.931
6DyywdbmTzlmXBzG9ym7Rt,Sober,TOOL,['2yEwvVSSSUkcLeSTNyHKh8'],alternative metal alternative rock art rock nu metal progressive metal progressive rock rock,1993,306.853,69,0.385,0.673,2,51.818,1,0.0329,0.000183,0.149,0.0721,0.187,149.271
0GZ8UVlhn2tjHPpngzoLJk,La Chica de Humo,Emmanuel,['2DmYtFBKcxb3ajwWWgA576'],latin latin pop mexican pop ranchera rock en espanol,1989,331.36,69,0.596,0.603,11,48.17,0,0.0826,0.443,1.61e-05,0.0776,0.711,203.829
3wM6RTAnF7IQpMFd7b9ZcL,Yesterday Once More,Carpenters,['1eEfMU2AhEo7XnKgL7c304'],adult standards mellow gold soft rock,1973,233.533,69,0.254,0.38,4,46.194,1,0.0337,0.672,0.0,0.379,0.408,168.496
1VsGYaCBFjCVudtX9IGqDg,Have I Told You Lately,Van Morrison,['44NX2ffIYHr6D4n7RaZF7A'],classic rock folk folk rock mellow gold rock roots rock singersongwriter soft rock soul,1989,260.387,69,0.344,0.477,4,49.734,1,0.0338,0.278,0.0128,0.136,0.182,143.78
5JLv62qFIS1DR3zGEcApRt,Wide Awake,Katy Perry,['6jJ0s89eD6GaHleKKya26X'],dance pop pop postteen pop,2012,220.947,69,0.514,0.683,5,54.901,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814
3lVN6SBsQxYwB5crcnfynK,Tequila,"Pipe Bueno, Maluma","['4RXxwBtdt6k1YNyyAyiOng', '1r4hJ1h58CWwUQe3MxPuau']",colombian pop musica popular colombiana vallenato moderno latin reggaeton reggaeton colombiano,2021,224.554,69,0.731,0.657,1,54.804,1,0.179,0.142,0.0,0.248,0.718,169.96
4hdIORk57S3av6dKI9JRDz,Prefiero Ser Su Amante,María José,['1dJyh390MvfYPuNbhnbSDs'],latin latin pop mexican pop ranchera,2012,208.0,69,0.632,0.869,0,56.109,1,0.0271,0.00128,1.46e-05,0.0658,0.561,131.988
5oV5CJYCfOEvVkxswR6hrD,Jatt te Jawani,"Dilpreet Dhillon, Karan Aujla","['5CGQa62CAweD76eHlDmp1m', '6DARBhWbfcS9E4yJzcliqQ']",desi pop punjabi pop desi hip hop desi pop punjabi pop,2021,240.0,69,0.765,0.685,2,55.273,1,0.264,0.024,0.0,0.0303,0.608,159.872
2cVJDlu9jmkPUeuJxA6v8i,"Master the Blaster (From ""Master"")","Anirudh Ravichander, Bjorn Surrao","['4zCH9qm4R2DADamUHMCa6O', '6WaQm4n7YfvvH7r94yMAeu']", desi hip hop filmi tamil hip hop,2021,92.25,69,0.756,0.816,4,58.582,0,0.0972,0.3,0.0,0.172,0.899,100.04
036UfY22ma3Qs80k5gafkd,Gang Gang,Lil Tjay,['6jGMq4yGs7aQzuGsMgVgZR'],brooklyn drill melodic rap nyc rap,2021,230.84,69,0.834,0.489,5,48.965,0,0.381,0.176,0.0,0.142,0.554,130.962
05WIYJYtnZHUmL1uuYmvY1,Move On - Bonus,Lil Tjay,['6jGMq4yGs7aQzuGsMgVgZR'],brooklyn drill melodic rap nyc rap,2021,177.528,69,0.31,0.722,7,54.652,1,0.0813,0.287,0.0,0.345,0.349,86.693
3yLihVmeyZlulIVvHmJF7N,Go Crazy,Lil Tjay,['6jGMq4yGs7aQzuGsMgVgZR'],brooklyn drill melodic rap nyc rap,2021,228.0,69,0.69,0.591,11,49.975,0,0.0658,0.0168,0.0,0.126,0.234,106.105
1zAhyJGJ8xDCqLtUbcuCZf,Irregular Love,Lil Tjay,['6jGMq4yGs7aQzuGsMgVgZR'],brooklyn drill melodic rap nyc rap,2021,138.409,69,0.587,0.497,5,49.546,1,0.507,0.733,6.84e-06,0.336,0.57,111.929
2cdCC1aCXbvz9tXFOR6CxR,Numb,Elderbrook,['2vf4pRsEY6LpL5tKmqWb64'],deep house house pop dance tropical house,2020,230.04,69,0.77,0.482,0,50.204,0,0.0904,0.309,0.0824,0.0927,0.19,120.006
0RzAihLqsEg9Qcm4pfPbG2,Rip X,iamjakehill,['26JloX1vHxGGrGUVeMItFJ'],dark trap emo rap pop rap sad rap,2018,159.327,69,0.693,0.434,1,50.634,1,0.193,0.418,0.0,0.338,0.685,63.033
74IQCxI4nws964fic1Q4pv,Saranga Dariya,Mangli,['1pDF5UltcypyatITA3Pduo'],tollywood,2021,230.049,69,0.676,0.8,7,53.591,1,0.0516,0.143,0.0,0.602,0.654,107.501
1PZrHbJjt5t7dP9OGRxcD0,Dale Don Dale,Don Omar,['33ScadVnbm2X8kkUqOkC6Z'],latin latin hip hop puerto rican pop reggaeton trap latino tropical,2003,212.413,69,0.831,0.818,2,52.173,1,0.0825,0.0242,0.000336,0.0892,0.807,95.023
2W9awzkFJzPRddvLXtCSOU,Guilty,"Inder Chahal, Karan Aujla","['2ZzyxohC32i649slMn9Kgk', '6DARBhWbfcS9E4yJzcliqQ']",desi hip hop desi pop punjabi pop desi pop punjabi pop,2021,178.35,69,0.759,0.722,10,52.843,0,0.123,0.066,0.0,0.111,0.459,99.931
7Bz8yww6UMbTgTVLG6zbI4,Low Rider,War,['3ICyfoySNDZqtBVmaBT84I'],classic soul funk motown quiet storm soul,1975,190.827,69,0.812,0.644,0,49.239,1,0.0493,0.0877,0.785,0.0563,0.989,140.075
4RNzKQEzmlvVHca4t6Txkj,Tu Postura,Banda MS de Sergio Lizárraga,['2C6i0I5RiGzDKN9IAF8reh'],banda corrido norteno regional mexican,2017,281.40000000000003,69,0.779,0.373,2,52.032,1,0.0372,0.226,6.41e-06,0.0978,0.499,119.946
4KlrEwjhXnHLtmKauxVHJz,Bonita,"El Reja, Agustín Casanova, The La Planta","['7HSeegdmjLYRJpkOYIaZIW', '2WhGojaMjv4VVn2HQSqrLM', '4oZolC0sCwCAKqsNXfRlVS']",cumbia pop cumbia pop cumbia pop,2020,154.625,69,0.739,0.84,0,57.887,1,0.0332,0.177,0.0,0.137,0.606,135.036
2FkbeqpCrjjDdVH1SZgDo6,Broken,Isak Danielson,['5ie2SvXgvXlTpyqkwLtSd7'],alt z indie cafe pop pop,2018,216.338,69,0.434,0.637,5,53.15,0,0.0613,0.451,0.0,0.112,0.1,141.869
0b4HHjeg2b8xLj28WWnUkM,Sira E Hou,"Amrit Maan, Nimrat Khaira","['7GgAwYJnBBFT1WogNWf0oj', '0ea0y5ZxnN5TbEDzNtx5Fk']",desi pop punjabi pop desi pop punjabi pop,2021,200.769,69,0.745,0.549,7,54.863,1,0.203,0.337,0.0,0.152,0.788,77.892
5Bge1Dsqjc14hhGguYML5w,Why Do You Feel So Down,Declan McKenna,['2D4FOOOtWycb3Aw9nY5n3c'],indie pop modern alternative rock modern rock rock,2017,220.707,69,0.558,0.909,7,54.149,1,0.0406,0.0576,0.0,0.102,0.452,114.56
2g8fA9Ijc3sAlfkQFlYxsf,"Panghat (From ""Roohi"")","Sachin-Jigar, Asees Kaur, Divya Kumar, Mellow D","['1mBydYMVBECdDmMfE2sEUO', '1sVmXkzX2ukc6QvasrDBES', '0NErdIJtuKBjtxKmlqaWdj', '7tH8oZj2nLERlp2hE5QNjp']", desi pop filmi modern bollywood desi pop filmi indian folk modern bollywood desi pop filmi gujarati pop modern bollywood sufi,2021,179.418,69,0.593,0.858,9,55.177,1,0.248,0.0513,2.25e-05,0.342,0.545,66.813
5QhOF5HXgZ0OFUZSE5kEv1,Nada Fue Un Error,Coti,['1OUDQLymoysITxprkd0Qvj'],cumbia pop latin latin pop rock en espanol spanish pop spanish pop rock,2003,208.2,69,0.622,0.818,9,53.216,1,0.0327,0.0831,0.0,0.31,0.849,138.495
00szcRmgqJGtqrfIUYkM1h,Más De La Una,"Piso 21, Maluma","['4bw2Am3p9ji3mYsXNXtQcd', '1r4hJ1h58CWwUQe3MxPuau']",latin reggaeton reggaeton colombiano colombian pop latin latin pop reggaeton reggaeton colombiano trap latino,2021,236.731,69,0.605,0.8,10,56.982,1,0.312,0.518,0.000128,0.0763,0.732,92.284
188vCXc4bAejLqGhpEVBGT,Jiyuu no Tsubasa,Linked Horizon,['3eNYrVLcWfjJ9JdH9kiPJO'],anime anime latino otacore,2017,331.947,69,0.373,0.972,7,53.995,1,0.123,0.0619,3.31e-05,0.379,0.0759,157.433
0yruV4sUwyczq5cxMRRljU,DRUGS,Tai Verdes,['2kCO8LXN1usaOPL3iEE28I'],modern indie pop,2020,159.547,69,0.868,0.449,8,52.287,1,0.0694,0.107,0.0,0.631,0.746,106.852
02UJ1sCanP94fS2MdsWafh,PERSIAN RUGS,PARTYNEXTDOOR,['2HPaUgqeutzr3jx5a9WyDV'],pop pop rap rb rap toronto rap trap urban contemporary,2020,174.30700000000002,69,0.768,0.428,1,51.844,0,0.0459,0.0489,0.000491,0.105,0.147,110.478
77hjM9bMmgfTGJXv14UFmi,Play That Song,Train,['3FUY2gzHeIiaesXtOAdB7A'],dance pop neo mellow pop pop rock postteen pop,2017,243.253,69,0.392,0.825,0,57.932,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959
24Nt4OalWDICkEKVy81X6k,Diamond In My Pocket,Cody Johnson,['6zLBxLdl60ekBLpawtT63I'],contemporary country country country road texas country,2011,196.907,69,0.546,0.838,7,56.49,1,0.0319,0.27,1.24e-05,0.0841,0.719,151.914
1vBpwxsLVwaR4evBIaFmqD,Drinkin' Problem,Midland,['1DTZRmlVZBxx2wRQBtx6yi'],neotraditional country texas country,2017,220.8,69,0.622,0.763,9,53.6,1,0.0263,0.055,8.91e-06,0.313,0.621,102.0
2PqSNVmiEQpFkLoNPoDfwI,Gospel,"Rich Brian, Keith Ape, XXXTENTACION","['2IDLDx25HU1nQMKde4n61a', '6f9bmfkqiYbhCtdAZsv7KI', '15UsOTVnJzReFVN1VCnxy4']",korean trap underground hip hop emo rap miami hip hop indonesian hip hop,2017,173.294,69,0.681,0.659,9,53.595,1,0.268,0.000856,8.17e-06,0.11,0.225,156.004
6KuXb26rHuRy3ZDse1VRmx,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator, Frank Ocean","['4V8LLVI7PbaPR0K2TGSxFF', '2h93pZq0e7k5yf4dywlkpM']",hip hop rap alternative rb hip hop lgbtq hip hop neo soul pop,2017,194.933,69,0.686,0.429,8,49.598,0,0.15,0.71,3.41e-06,0.166,0.27,130.09
3LGsgpx4TfxhXbr07OFKqs,Oblivion,Grimes,['053q0ukIDRgzwTr4vNSwab'],art pop canadian electropop chillwave dance pop electropop escape room grave wave hyperpop indietronica metropopolis pop,2012,251.267,69,0.697,0.529,2,51.162,1,0.0338,0.115,0.896,0.0895,0.486,155.974
2VIPU72L6tIR4w8J8ap6Kp,Mercy,Brett Young,['0fiWOxhsBsQQvFDtxUQWo0'],contemporary country,2017,217.12,69,0.638,0.367,4,52.094,1,0.0266,0.84,0.0,0.0999,0.219,71.957
